component_id,component_name,shift_id,shift_date,shift_label,availability_pct,performance_pct,quality_pct,planned_duration_min,total_downtime_min,run_time_min,total_units,good_units,defective_units,rework_units,oee,oee_pct,oee_status,loss_availability_pp,loss_performance_pp,loss_quality_pp
3,"Motor Housing",28,2026-07-21,NIGHT,100.0,98.61,97.46,480.0,0.0,480.0,710,692,11,7,0.961111111111111,96.11,WORLD_CLASS,0.0,1.39,2.5
4,Coupling,19,2026-07-21,DAY,100.0,100.0,98.44,480.0,0.0,480.0,895,881,9,5,0.984357541899441,98.44,WORLD_CLASS,0.0,0.0,1.56
4,Coupling,24,2026-07-21,SWING,100.0,100.0,98.42,480.0,0.0,480.0,949,934,9,6,0.984193888303477,98.42,WORLD_CLASS,0.0,0.0,1.58
4,Coupling,29,2026-07-21,NIGHT,100.0,93.98,98.43,480.0,0.0,480.0,827,814,8,5,0.925,92.5,WORLD_CLASS,0.0,6.02,1.48
5,Gearbox,20,2026-07-21,DAY,100.0,97.5,96.96,480.0,0.0,480.0,624,605,12,7,0.9453125,94.53,WORLD_CLASS,0.0,2.5,2.97
5,Gearbox,25,2026-07-21,SWING,100.0,97.81,96.96,480.0,0.0,480.0,626,607,12,7,0.9484375,94.84,WORLD_CLASS,0.0,2.19,2.97
5,Gearbox,30,2026-07-21,NIGHT,100.0,100.0,96.97,480.0,0.0,480.0,661,641,12,8,0.969742813918306,96.97,WORLD_CLASS,0.0,0.0,3.03
1,Bearing,31,2026-07-22,DAY,100.0,100.0,97.94,480.0,0.0,480.0,971,951,12,8,0.979402677651905,97.94,WORLD_CLASS,0.0,0.0,2.06
1,Bearing,36,2026-07-22,SWING,100.0,100.0,97.94,480.0,0.0,480.0,972,952,12,8,0.979423868312757,97.94,WORLD_CLASS,0.0,0.0,2.06
1,Bearing,41,2026-07-22,NIGHT,100.0,100.0,97.98,480.0,0.0,480.0,992,972,12,8,0.979838709677419,97.98,WORLD_CLASS,0.0,0.0,2.02
2,Shaft,32,2026-07-22,DAY,100.0,100.0,99.0,480.0,0.0,480.0,800,792,5,3,0.99,99.0,WORLD_CLASS,0.0,0.0,1.0
2,Shaft,37,2026-07-22,SWING,100.0,90.75,98.9,480.0,0.0,480.0,726,718,5,3,0.8975,89.75,WORLD_CLASS,0.0,9.25,1.0
2,Shaft,42,2026-07-22,NIGHT,100.0,98.38,98.98,480.0,0.0,480.0,787,779,5,3,0.97375,97.38,WORLD_CLASS,0.0,1.62,1.0
3,"Motor Housing",33,2026-07-22,DAY,100.0,99.86,97.5,480.0,0.0,480.0,719,701,11,7,0.973611111111111,97.36,WORLD_CLASS,0.0,0.14,2.5
3,"Motor Housing",38,2026-07-22,SWING,100.0,99.58,97.49,480.0,0.0,480.0,717,699,11,7,0.970833333333333,97.08,WORLD_CLASS,0.0,0.42,2.5
3,"Motor Housing",43,2026-07-22,NIGHT,100.0,97.36,97.43,480.0,0.0,480.0,701,683,11,7,0.948611111111111,94.86,WORLD_CLASS,0.0,2.64,2.5
4,Coupling,34,2026-07-22,DAY,100.0,99.89,98.41,480.0,0.0,480.0,879,865,9,5,0.982954545454545,98.3,WORLD_CLASS,0.0,0.11,1.59
4,Coupling,39,2026-07-22,SWING,100.0,92.27,98.4,480.0,0.0,480.0,812,799,8,5,0.907954545454545,90.8,WORLD_CLASS,0.0,7.73,1.48
4,Coupling,44,2026-07-22,NIGHT,100.0,100.0,98.44,480.0,0.0,480.0,900,886,9,5,0.984444444444444,98.44,WORLD_CLASS,0.0,0.0,1.56
5,Gearbox,35,2026-07-22,DAY,100.0,95.31,96.89,480.0,0.0,480.0,610,591,12,7,0.9234375,92.34,WORLD_CLASS,0.0,4.69,2.97
5,Gearbox,40,2026-07-22,SWING,100.0,97.97,96.97,480.0,0.0,480.0,627,608,12,7,0.95,95.0,WORLD_CLASS,0.0,2.03,2.97
5,Gearbox,45,2026-07-22,NIGHT,100.0,98.28,96.98,480.0,0.0,480.0,629,610,12,7,0.953125,95.31,WORLD_CLASS,0.0,1.72,2.97
1,Bearing,46,2026-07-23,DAY,100.0,97.71,97.97,480.0,0.0,480.0,938,919,12,7,0.957291666666667,95.73,WORLD_CLASS,0.0,2.29,1.98
1,Bearing,51,2026-07-23,SWING,100.0,93.75,98.0,480.0,0.0,480.0,900,882,11,7,0.91875,91.88,WORLD_CLASS,0.0,6.25,1.88
1,Bearing,56,2026-07-23,NIGHT,100.0,100.0,98.0,480.0,0.0,480.0,1050,1029,13,8,0.98,98.0,WORLD_CLASS,0.0,0.0,2.0
2,Shaft,47,2026-07-23,DAY,100.0,97.75,98.98,480.0,0.0,480.0,782,774,5,3,0.9675,96.75,WORLD_CLASS,0.0,2.25,1.0
2,Shaft,52,2026-07-23,SWING,100.0,100.0,98.91,480.0,0.0,480.0,822,813,6,3,0.989051094890511,98.91,WORLD_CLASS,0.0,0.0,1.09
2,Shaft,57,2026-07-23,NIGHT,100.0,91.25,98.9,480.0,0.0,480.0,730,722,5,3,0.9025,90.25,WORLD_CLASS,0.0,8.75,1.0
3,"Motor Housing",48,2026-07-23,DAY,93.82,100.0,97.38,480.0,29.65,450.35,724,705,12,7,0.913607130524862,91.36,WORLD_CLASS,6.18,0.0,2.46
3,"Motor Housing",53,2026-07-23,SWING,100.0,93.19,97.47,480.0,0.0,480.0,671,654,11,6,0.908333333333333,90.83,WORLD_CLASS,0.0,6.81,2.36
3,"Motor Housing",58,2026-07-23,NIGHT,100.0,100.0,97.37,480.0,0.0,480.0,761,741,12,8,0.973718791064389,97.37,WORLD_CLASS,0.0,0.0,2.63
4,Coupling,49,2026-07-23,DAY,100.0,100.0,98.45,480.0,0.0,480.0,906,892,9,5,0.984547461368653,98.45,WORLD_CLASS,0.0,0.0,1.55
4,Coupling,54,2026-07-23,SWING,100.0,100.0,98.44,480.0,0.0,480.0,898,884,9,5,0.984409799554566,98.44,WORLD_CLASS,0.0,0.0,1.56
4,Coupling,59,2026-07-23,NIGHT,100.0,100.0,98.46,480.0,0.0,480.0,912,898,9,5,0.984649122807018,98.46,WORLD_CLASS,0.0,0.0,1.54
5,Gearbox,50,2026-07-23,DAY,100.0,100.0,96.94,480.0,0.0,480.0,653,633,12,8,0.96937212863706,96.94,WORLD_CLASS,0.0,0.0,3.06
5,Gearbox,55,2026-07-23,SWING,100.0,94.06,96.84,480.0,0.0,480.0,602,583,12,7,0.9109375,91.09,WORLD_CLASS,0.0,5.94,2.97
5,Gearbox,60,2026-07-23,NIGHT,100.0,90.78,96.9,480.0,0.0,480.0,581,563,11,7,0.8796875,87.97,WORLD_CLASS,0.0,9.22,2.81
1,Bearing,61,2026-07-24,DAY,100.0,98.44,97.99,480.0,0.0,480.0,945,926,12,7,0.964583333333333,96.46,WORLD_CLASS,0.0,1.56,1.98
1,Bearing,66,2026-07-24,SWING,100.0,93.75,98.0,480.0,0.0,480.0,900,882,11,7,0.91875,91.88,WORLD_CLASS,0.0,6.25,1.88
1,Bearing,71,2026-07-24,NIGHT,100.0,98.54,97.99,480.0,0.0,480.0,946,927,12,7,0.965625,96.56,WORLD_CLASS,0.0,1.46,1.98
2,Shaft,62,2026-07-24,DAY,100.0,100.0,98.95,480.0,0.0,480.0,855,846,6,3,0.989473684210526,98.95,WORLD_CLASS,0.0,0.0,1.05
2,Shaft,67,2026-07-24,SWING,100.0,94.5,98.94,480.0,0.0,480.0,756,748,5,3,0.935,93.5,WORLD_CLASS,0.0,5.5,1.0
2,Shaft,72,2026-07-24,NIGHT,100.0,98.0,98.98,480.0,0.0,480.0,784,776,5,3,0.97,97.0,WORLD_CLASS,0.0,2.0,1.0
3,"Motor Housing",63,2026-07-24,DAY,100.0,100.0,97.49,480.0,0.0,480.0,758,739,12,7,0.974934036939314,97.49,WORLD_CLASS,0.0,0.0,2.51
3,"Motor Housing",68,2026-07-24,SWING,100.0,96.39,97.41,480.0,0.0,480.0,694,676,11,7,0.938888888888889,93.89,WORLD_CLASS,0.0,3.61,2.5
3,"Motor Housing",73,2026-07-24,NIGHT,100.0,100.0,97.44,480.0,0.0,480.0,741,722,12,7,0.974358974358974,97.44,WORLD_CLASS,0.0,0.0,2.56
4,Coupling,64,2026-07-24,DAY,100.0,91.36,98.38,480.0,0.0,480.0,804,791,8,5,0.898863636363636,89.89,WORLD_CLASS,0.0,8.64,1.48
4,Coupling,69,2026-07-24,SWING,100.0,100.0,98.43,480.0,0.0,480.0,958,943,9,6,0.984342379958246,98.43,WORLD_CLASS,0.0,0.0,1.57
4,Coupling,74,2026-07-24,NIGHT,100.0,100.0,98.46,480.0,0.0,480.0,907,893,9,5,0.984564498346196,98.46,WORLD_CLASS,0.0,0.0,1.54
5,Gearbox,65,2026-07-24,DAY,100.0,97.03,96.94,480.0,0.0,480.0,621,602,12,7,0.940625,94.06,WORLD_CLASS,0.0,2.97,2.97
5,Gearbox,70,2026-07-24,SWING,100.0,100.0,96.88,480.0,0.0,480.0,642,622,12,8,0.968847352024922,96.88,WORLD_CLASS,0.0,0.0,3.12
5,Gearbox,75,2026-07-24,NIGHT,100.0,95.0,96.88,480.0,0.0,480.0,608,589,12,7,0.9203125,92.03,WORLD_CLASS,0.0,5.0,2.97
1,Bearing,76,2026-07-25,DAY,100.0,100.0,97.96,480.0,0.0,480.0,1027,1006,13,8,0.979552093476144,97.96,WORLD_CLASS,0.0,0.0,2.04
1,Bearing,81,2026-07-25,SWING,100.0,97.92,97.98,480.0,0.0,480.0,940,921,12,7,0.959375,95.94,WORLD_CLASS,0.0,2.08,1.98
1,Bearing,86,2026-07-25,NIGHT,100.0,100.0,97.91,480.0,0.0,480.0,1006,985,13,8,0.979125248508946,97.91,WORLD_CLASS,0.0,0.0,2.09
2,Shaft,77,2026-07-25,DAY,100.0,94.25,98.94,480.0,0.0,480.0,754,746,5,3,0.9325,93.25,WORLD_CLASS,0.0,5.75,1.0
2,Shaft,82,2026-07-25,SWING,93.67,100.0,98.94,480.0,30.36,449.64,757,749,5,3,0.926850396301189,92.69,WORLD_CLASS,6.33,0.0,0.99
2,Shaft,87,2026-07-25,NIGHT,100.0,100.0,98.88,480.0,0.0,480.0,807,798,6,3,0.988847583643123,98.88,WORLD_CLASS,0.0,0.0,1.12
3,"Motor Housing",78,2026-07-25,DAY,100.0,98.19,97.45,480.0,0.0,480.0,707,689,11,7,0.956944444444444,95.69,WORLD_CLASS,0.0,1.81,2.5
3,"Motor Housing",83,2026-07-25,SWING,100.0,100.0,97.38,480.0,0.0,480.0,764,744,12,8,0.973821989528796,97.38,WORLD_CLASS,0.0,0.0,2.62
3,"Motor Housing",88,2026-07-25,NIGHT,100.0,100.0,97.43,480.0,0.0,480.0,740,721,12,7,0.974324324324324,97.43,WORLD_CLASS,0.0,0.0,2.57
4,Coupling,79,2026-07-25,DAY,100.0,100.0,98.44,480.0,0.0,480.0,896,882,9,5,0.984375,98.44,WORLD_CLASS,0.0,0.0,1.56
4,Coupling,84,2026-07-25,SWING,100.0,100.0,98.45,480.0,0.0,480.0,904,890,9,5,0.984513274336283,98.45,WORLD_CLASS,0.0,0.0,1.55
4,Coupling,89,2026-07-25,NIGHT,100.0,100.0,98.47,480.0,0.0,480.0,917,903,9,5,0.984732824427481,98.47,WORLD_CLASS,0.0,0.0,1.53
5,Gearbox,80,2026-07-25,DAY,100.0,100.0,96.97,480.0,0.0,480.0,692,671,13,8,0.969653179190751,96.97,WORLD_CLASS,0.0,0.0,3.03
5,Gearbox,85,2026-07-25,SWING,100.0,100.0,96.88,480.0,0.0,480.0,673,652,13,8,0.968796433878158,96.88,WORLD_CLASS,0.0,0.0,3.12
5,Gearbox,90,2026-07-25,NIGHT,100.0,99.53,96.86,480.0,0.0,480.0,637,617,12,8,0.9640625,96.41,WORLD_CLASS,0.0,0.47,3.12
1,Bearing,91,2026-07-26,DAY,100.0,100.0,97.97,480.0,0.0,480.0,1033,1012,13,8,0.979670861568248,97.97,WORLD_CLASS,0.0,0.0,2.03
1,Bearing,96,2026-07-26,SWING,100.0,96.35,97.95,480.0,0.0,480.0,925,906,12,7,0.94375,94.38,WORLD_CLASS,0.0,3.65,1.98
1,Bearing,101,2026-07-26,NIGHT,100.0,99.06,97.9,480.0,0.0,480.0,951,931,12,8,0.969791666666667,96.98,WORLD_CLASS,0.0,0.94,2.08
2,Shaft,92,2026-07-26,DAY,100.0,89.63,98.88,480.0,0.0,480.0,717,709,5,3,0.88625,88.63,WORLD_CLASS,0.0,10.38,1.0
2,Shaft,97,2026-07-26,SWING,100.0,100.0,98.89,480.0,0.0,480.0,812,803,6,3,0.988916256157635,98.89,WORLD_CLASS,0.0,0.0,1.11
2,Shaft,102,2026-07-26,NIGHT,100.0,99.0,98.99,480.0,0.0,480.0,792,784,5,3,0.98,98.0,WORLD_CLASS,0.0,1.0,1.0
3,"Motor Housing",93,2026-07-26,DAY,100.0,95.0,97.37,480.0,0.0,480.0,684,666,11,7,0.925,92.5,WORLD_CLASS,0.0,5.0,2.5
3,"Motor Housing",98,2026-07-26,SWING,100.0,100.0,97.49,480.0,0.0,480.0,756,737,12,7,0.974867724867725,97.49,WORLD_CLASS,0.0,0.0,2.51
3,"Motor Housing",103,2026-07-26,NIGHT,100.0,99.31,97.48,480.0,0.0,480.0,715,697,11,7,0.968055555555555,96.81,WORLD_CLASS,0.0,0.69,2.5
4,Coupling,94,2026-07-26,DAY,100.0,100.0,98.4,480.0,0.0,480.0,940,925,9,6,0.984042553191489,98.4,WORLD_CLASS,0.0,0.0,1.6
4,Coupling,99,2026-07-26,SWING,100.0,96.82,98.47,480.0,0.0,480.0,852,839,8,5,0.953409090909091,95.34,WORLD_CLASS,0.0,3.18,1.48
4,Coupling,104,2026-07-26,NIGHT,100.0,100.0,98.49,480.0,0.0,480.0,926,912,9,5,0.98488120950324,98.49,WORLD_CLASS,0.0,0.0,1.51
5,Gearbox,95,2026-07-26,DAY,100.0,100.0,96.93,480.0,0.0,480.0,651,631,12,8,0.969278033794163,96.93,WORLD_CLASS,0.0,0.0,3.07
5,Gearbox,100,2026-07-26,SWING,94.53,100.0,96.96,480.0,26.28,453.72,626,607,12,7,0.916560303514377,91.66,WORLD_CLASS,5.47,0.0,2.87
5,Gearbox,105,2026-07-26,NIGHT,100.0,94.06,96.84,480.0,0.0,480.0,602,583,12,7,0.9109375,91.09,WORLD_CLASS,0.0,5.94,2.97
1,Bearing,106,2026-07-27,DAY,100.0,97.81,97.98,480.0,0.0,480.0,939,920,12,7,0.958333333333333,95.83,WORLD_CLASS,0.0,2.19,1.98
1,Bearing,111,2026-07-27,SWING,100.0,99.69,97.91,480.0,0.0,480.0,957,937,12,8,0.976041666666667,97.6,WORLD_CLASS,0.0,0.31,2.08
1,Bearing,116,2026-07-27,NIGHT,100.0,94.69,97.91,480.0,0.0,480.0,909,890,12,7,0.927083333333333,92.71,WORLD_CLASS,0.0,5.31,1.98
2,Shaft,107,2026-07-27,DAY,96.78,100.0,99.0,480.0,15.47,464.53,797,789,5,3,0.958056696988708,95.81,WORLD_CLASS,3.22,0.0,0.97
2,Shaft,112,2026-07-27,SWING,100.0,98.87,98.99,480.0,0.0,480.0,791,783,5,3,0.97875,97.88,WORLD_CLASS,0.0,1.13,1.0
2,Shaft,117,2026-07-27,NIGHT,100.0,97.5,98.97,480.0,0.0,480.0,780,772,5,3,0.965,96.5,WORLD_CLASS,0.0,2.5,1.0
3,"Motor Housing",108,2026-07-27,DAY,100.0,93.47,97.47,480.0,0.0,480.0,673,656,11,6,0.911111111111111,91.11,WORLD_CLASS,0.0,6.53,2.36
3,"Motor Housing",113,2026-07-27,SWING,100.0,100.0,97.37,480.0,0.0,480.0,722,703,12,7,0.973684210526316,97.37,WORLD_CLASS,0.0,0.0,2.63
3,"Motor Housing",118,2026-07-27,NIGHT,100.0,92.5,97.45,480.0,0.0,480.0,666,649,11,6,0.901388888888889,90.14,WORLD_CLASS,0.0,7.5,2.36
4,Coupling,109,2026-07-27,DAY,100.0,91.7,98.39,480.0,0.0,480.0,807,794,8,5,0.902272727272727,90.23,WORLD_CLASS,0.0,8.3,1.48
4,Coupling,114,2026-07-27,SWING,100.0,94.77,98.44,480.0,0.0,480.0,834,821,8,5,0.932954545454545,93.3,WORLD_CLASS,0.0,5.23,1.48
4,Coupling,119,2026-07-27,NIGHT,100.0,97.5,98.48,480.0,0.0,480.0,858,845,8,5,0.960227272727273,96.02,WORLD_CLASS,0.0,2.5,1.48
5,Gearbox,110,2026-07-27,DAY,100.0,100.0,96.95,480.0,0.0,480.0,656,636,12,8,0.969512195121951,96.95,WORLD_CLASS,0.0,0.0,3.05
5,Gearbox,115,2026-07-27,SWING,100.0,100.0,96.88,480.0,0.0,480.0,704,682,14,8,0.96875,96.88,WORLD_CLASS,0.0,0.0,3.13
5,Gearbox,120,2026-07-27,NIGHT,100.0,100.0,96.94,480.0,0.0,480.0,686,665,13,8,0.969387755102041,96.94,WORLD_CLASS,0.0,0.0,3.06
1,Bearing,121,2026-07-28,DAY,100.0,99.69,97.91,480.0,0.0,480.0,957,937,12,8,0.976041666666667,97.6,WORLD_CLASS,0.0,0.31,2.08
1,Bearing,126,2026-07-28,SWING,100.0,93.44,97.99,480.0,0.0,480.0,897,879,11,7,0.915625,91.56,WORLD_CLASS,0.0,6.56,1.87
1,Bearing,131,2026-07-28,NIGHT,100.0,100.0,97.94,480.0,0.0,480.0,969,949,12,8,0.979360165118679,97.94,WORLD_CLASS,0.0,0.0,2.06
2,Shaft,122,2026-07-28,DAY,100.0,100.0,98.9,480.0,0.0,480.0,821,812,6,3,0.989037758830694,98.9,WORLD_CLASS,0.0,0.0,1.1
2,Shaft,127,2026-07-28,SWING,100.0,100.0,98.91,480.0,0.0,480.0,828,819,6,3,0.989130434782609,98.91,WORLD_CLASS,0.0,0.0,1.09
2,Shaft,132,2026-07-28,NIGHT,100.0,100.0,98.88,480.0,0.0,480.0,802,793,6,3,0.988778054862843,98.88,WORLD_CLASS,0.0,0.0,1.12
3,"Motor Housing",123,2026-07-28,DAY,100.0,97.22,97.43,480.0,0.0,480.0,700,682,11,7,0.947222222222222,94.72,WORLD_CLASS,0.0,2.78,2.5
3,"Motor Housing",128,2026-07-28,SWING,100.0,97.78,97.44,480.0,0.0,480.0,704,686,11,7,0.952777777777778,95.28,WORLD_CLASS,0.0,2.22,2.5
3,"Motor Housing",133,2026-07-28,NIGHT,100.0,95.14,97.37,480.0,0.0,480.0,685,667,11,7,0.926388888888889,92.64,WORLD_CLASS,0.0,4.86,2.5
4,Coupling,124,2026-07-28,DAY,100.0,100.0,98.43,480.0,0.0,480.0,956,941,9,6,0.984309623430962,98.43,WORLD_CLASS,0.0,0.0,1.57
4,Coupling,129,2026-07-28,SWING,100.0,100.0,98.45,480.0,0.0,480.0,903,889,9,5,0.984496124031008,98.45,WORLD_CLASS,0.0,0.0,1.55
4,Coupling,134,2026-07-28,NIGHT,100.0,92.16,98.4,480.0,0.0,480.0,811,798,8,5,0.906818181818182,90.68,WORLD_CLASS,0.0,7.84,1.48
5,Gearbox,125,2026-07-28,DAY,100.0,100.0,96.89,480.0,0.0,480.0,643,623,12,8,0.968895800933126,96.89,WORLD_CLASS,0.0,0.0,3.11
5,Gearbox,130,2026-07-28,SWING,100.0,100.0,96.88,480.0,0.0,480.0,642,622,12,8,0.968847352024922,96.88,WORLD_CLASS,0.0,0.0,3.12
5,Gearbox,135,2026-07-28,NIGHT,100.0,100.0,96.86,480.0,0.0,480.0,669,648,13,8,0.968609865470852,96.86,WORLD_CLASS,0.0,0.0,3.14
1,Bearing,136,2026-07-29,DAY,100.0,98.96,98.0,480.0,0.0,480.0,950,931,12,7,0.969791666666667,96.98,WORLD_CLASS,0.0,1.04,1.98
1,Bearing,141,2026-07-29,SWING,100.0,100.0,97.95,480.0,0.0,480.0,1023,1002,13,8,0.979472140762463,97.95,WORLD_CLASS,0.0,0.0,2.05
1,Bearing,146,2026-07-29,NIGHT,100.0,97.81,97.98,480.0,0.0,480.0,939,920,12,7,0.958333333333333,95.83,WORLD_CLASS,0.0,2.19,1.98
2,Shaft,137,2026-07-29,DAY,100.0,100.0,98.89,480.0,0.0,480.0,808,799,6,3,0.988861386138614,98.89,WORLD_CLASS,0.0,0.0,1.11
2,Shaft,142,2026-07-29,SWING,100.0,95.75,98.96,480.0,0.0,480.0,766,758,5,3,0.9475,94.75,WORLD_CLASS,0.0,4.25,1.0
2,Shaft,147,2026-07-29,NIGHT,98.96,98.53,98.97,480.0,5.0,475.0,780,772,5,3,0.965,96.5,WORLD_CLASS,1.04,1.46,1.0
3,"Motor Housing",138,2026-07-29,DAY,100.0,97.36,97.43,480.0,0.0,480.0,701,683,11,7,0.948611111111111,94.86,WORLD_CLASS,0.0,2.64,2.5
3,"Motor Housing",143,2026-07-29,SWING,100.0,97.64,97.44,480.0,0.0,480.0,703,685,11,7,0.951388888888889,95.14,WORLD_CLASS,0.0,2.36,2.5
3,"Motor Housing",148,2026-07-29,NIGHT,100.0,99.17,97.48,480.0,0.0,480.0,714,696,11,7,0.966666666666667,96.67,WORLD_CLASS,0.0,0.83,2.5
4,Coupling,139,2026-07-29,DAY,100.0,89.55,98.48,480.0,0.0,480.0,788,776,8,4,0.881818181818182,88.18,WORLD_CLASS,0.0,10.45,1.36
4,Coupling,144,2026-07-29,SWING,100.0,92.27,98.4,480.0,0.0,480.0,812,799,8,5,0.907954545454545,90.8,WORLD_CLASS,0.0,7.73,1.48
4,Coupling,149,2026-07-29,NIGHT,100.0,96.48,98.47,480.0,0.0,480.0,849,836,8,5,0.95,95.0,WORLD_CLASS,0.0,3.52,1.48
5,Gearbox,140,2026-07-29,DAY,100.0,93.28,96.98,480.0,0.0,480.0,597,579,11,7,0.9046875,90.47,WORLD_CLASS,0.0,6.72,2.81
5,Gearbox,145,2026-07-29,SWING,100.0,97.03,96.94,480.0,0.0,480.0,621,602,12,7,0.940625,94.06,WORLD_CLASS,0.0,2.97,2.97
5,Gearbox,150,2026-07-29,NIGHT,100.0,96.72,96.93,480.0,0.0,480.0,619,600,12,7,0.9375,93.75,WORLD_CLASS,0.0,3.28,2.97
1,Bearing,151,2026-07-30,DAY,100.0,99.58,97.91,480.0,0.0,480.0,956,936,12,8,0.975,97.5,WORLD_CLASS,0.0,0.42,2.08
1,Bearing,156,2026-07-30,SWING,100.0,100.0,97.93,480.0,0.0,480.0,964,944,12,8,0.979253112033195,97.93,WORLD_CLASS,0.0,0.0,2.07
1,Bearing,161,2026-07-30,NIGHT,100.0,94.69,97.91,480.0,0.0,480.0,909,890,12,7,0.927083333333333,92.71,WORLD_CLASS,0.0,5.31,1.98
2,Shaft,152,2026-07-30,DAY,100.0,100.0,98.89,480.0,0.0,480.0,810,801,6,3,0.988888888888889,98.89,WORLD_CLASS,0.0,0.0,1.11
2,Shaft,157,2026-07-30,SWING,100.0,96.37,98.96,480.0,0.0,480.0,771,763,5,3,0.95375,95.37,WORLD_CLASS,0.0,3.63,1.0
2,Shaft,162,2026-07-30,NIGHT,100.0,100.0,98.9,480.0,0.0,480.0,821,812,6,3,0.989037758830694,98.9,WORLD_CLASS,0.0,0.0,1.1
3,"Motor Housing",153,2026-07-30,DAY,100.0,98.89,97.47,480.0,0.0,480.0,712,694,11,7,0.963888888888889,96.39,WORLD_CLASS,0.0,1.11,2.5
3,"Motor Housing",158,2026-07-30,SWING,100.0,100.0,97.48,480.0,0.0,480.0,754,735,12,7,0.974801061007958,97.48,WORLD_CLASS,0.0,0.0,2.52
